journal_id,journal_name,journal_name_normalized,title_variants,publisher,wos_core,is_wos_core,is_scopus,norwegian_level,norwegian_level_numeric,alphabet_block,include_in_monitor,openalex_source_id,issn_l,issn_print,issn_online,source_resolution_status,source_confidence,openalex_source_search_hint,notes,verification_source_urls
journal-of-continuing-education-in-nursing,Journal of Continuing Education in Nursing,journal of continuing education in nursing,Journal of Continuing Education in Nursing,SLACK,SCIE; SSCI,true,true,Nivå 1,1,H-L,true,,,,,unresolved,,/sources?search=Journal%20of%20Continuing%20Education%20in%20Nursing&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
journal-of-correctional-health-care,Journal of Correctional Health Care,journal of correctional health care,Journal of Correctional Health Care,SAGE,ESCI,true,true,Nivå 1,1,H-L,true,,,,,unresolved,,/sources?search=Journal%20of%20Correctional%20Health%20Care&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
journal-of-diabetes-nursing,Journal of Diabetes Nursing,journal of diabetes nursing,Journal of Diabetes Nursing,OmniaMed Communications,,false,true,,0,H-L,true,,,,,unresolved,,/sources?search=Journal%20of%20Diabetes%20Nursing&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
journal-of-doctoral-nursing-practice,Journal of Doctoral Nursing Practice,journal of doctoral nursing practice,Journal of Doctoral Nursing Practice,Springer Publishing Company,,false,true,Nivå 1,1,H-L,true,,,,,unresolved,,/sources?search=Journal%20of%20Doctoral%20Nursing%20Practice&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
journal-of-emergency-nursing,Journal of Emergency Nursing,journal of emergency nursing,Journal of Emergency Nursing,Elsevier,SCIE; SSCI,true,true,Nivå 1,1,H-L,true,,,,,unresolved,,/sources?search=Journal%20of%20Emergency%20Nursing&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
journal-of-emergency-practice-and-trauma,Journal of Emergency Practice and Trauma,journal of emergency practice and trauma,Journal of Emergency Practice and Trauma,Kerman University of Medical Sciences,,false,true,,0,H-L,true,,,,,unresolved,,/sources?search=Journal%20of%20Emergency%20Practice%20and%20Trauma&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
journal-of-family-nursing,Journal of Family Nursing,journal of family nursing,Journal of Family Nursing,SAGE,SCIE; SSCI,true,true,Nivå 1,1,H-L,true,,,,,unresolved,,/sources?search=Journal%20of%20Family%20Nursing&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
journal-of-forensic-nursing,Journal of Forensic Nursing,journal of forensic nursing,Journal of Forensic Nursing,Wolters Kluwer,ESCI,true,true,Nivå 1,1,H-L,true,,,,,unresolved,,/sources?search=Journal%20of%20Forensic%20Nursing&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
journal-of-gerontological-nursing,Journal of Gerontological Nursing,journal of gerontological nursing,Journal of Gerontological Nursing,SLACK,SCIE; SSCI,true,true,Nivå 1,1,H-L,true,,,,,unresolved,,/sources?search=Journal%20of%20Gerontological%20Nursing&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
journal-of-health-and-nursing-management,Journal of Health and Nursing Management,journal of health and nursing management,Journal of Health and Nursing Management,Association of Executive Nurses,,false,true,,0,H-L,true,,,,,unresolved,,/sources?search=Journal%20of%20Health%20and%20Nursing%20Management&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
journal-of-healthcare-leadership,Journal of Healthcare Leadership,journal of healthcare leadership,Journal of Healthcare Leadership,Dove Medical Press,ESCI,true,true,Nivå 1,1,H-L,true,,,,,unresolved,,/sources?search=Journal%20of%20Healthcare%20Leadership&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
journal-of-healthcare-management,Journal of Healthcare Management,journal of healthcare management,Journal of Healthcare Management,Wolters Kluwer,SSCI,true,true,Nivå 1,1,H-L,true,,,,,unresolved,,/sources?search=Journal%20of%20Healthcare%20Management&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
journal-of-holistic-nursing,Journal of Holistic Nursing,journal of holistic nursing,Journal of Holistic Nursing,SAGE,SCIE; SSCI,true,true,Nivå 1,1,H-L,true,,,,,unresolved,,/sources?search=Journal%20of%20Holistic%20Nursing&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
journal-of-holistic-nursing-science,Journal of Holistic Nursing Science,journal of holistic nursing science,Journal of Holistic Nursing Science,Universitas Muhammadiyah Magelang,,false,true,,0,H-L,true,,,,,unresolved,,/sources?search=Journal%20of%20Holistic%20Nursing%20Science&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
journal-of-holistic-nursing-and-midwifery,Journal of Holistic Nursing and Midwifery,journal of holistic nursing and midwifery,Journal of Holistic Nursing and Midwifery,Guilan University of Medical Sciences,,false,true,,0,H-L,true,,,,,unresolved,,/sources?search=Journal%20of%20Holistic%20Nursing%20and%20Midwifery&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
journal-of-hospice-and-palliative-nursing,Journal of Hospice and Palliative Nursing,journal of hospice and palliative nursing,Journal of Hospice and Palliative Nursing,Wolters Kluwer,SCIE; SSCI,true,true,Nivå 1,1,H-L,true,,,,,unresolved,,/sources?search=Journal%20of%20Hospice%20and%20Palliative%20Nursing&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
journal-of-infusion-nursing,Journal of Infusion Nursing,journal of infusion nursing,Journal of Infusion Nursing,Wolters Kluwer,SCIE; SSCI,true,true,Nivå 1,1,H-L,true,,,,,unresolved,,/sources?search=Journal%20of%20Infusion%20Nursing&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
journal-of-infection-prevention,Journal of Infection Prevention,journal of infection prevention,Journal of Infection Prevention,SAGE,ESCI,true,true,Nivå 1,1,H-L,true,,,,,unresolved,,/sources?search=Journal%20of%20Infection%20Prevention&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
journal-of-integrative-nursing,Journal of Integrative Nursing,journal of integrative nursing,Journal of Integrative Nursing,Wolters Kluwer Medknow,ESCI,true,true,,0,H-L,true,,,,,unresolved,,/sources?search=Journal%20of%20Integrative%20Nursing&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
journal-of-korean-academic-society-of-nursing-education,Journal of Korean Academic Society of Nursing Education,journal of korean academic society of nursing education,Journal of Korean Academic Society of Nursing Education,Korean Academic Society of Nursing Education,,false,true,,0,H-L,true,,,,,unresolved,,/sources?search=Journal%20of%20Korean%20Academic%20Society%20of%20Nursing%20Education&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
journal-of-korean-academy-of-fundamentals-of-nursing,Journal of Korean Academy of Fundamentals of Nursing,journal of korean academy of fundamentals of nursing,Journal of Korean Academy of Fundamentals of Nursing,Korean Academy of Fundamentals of Nursing,,false,true,,0,H-L,true,,,,,unresolved,,/sources?search=Journal%20of%20Korean%20Academy%20of%20Fundamentals%20of%20Nursing&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
journal-of-korean-academy-of-nursing,Journal of Korean Academy of Nursing,journal of korean academy of nursing,Journal of Korean Academy of Nursing,Korean Society of Nursing Science,SCIE; SSCI,true,true,Nivå 1,1,H-L,true,,,,,unresolved,,/sources?search=Journal%20of%20Korean%20Academy%20of%20Nursing&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
journal-of-korean-academy-of-nursing-administration,Journal of Korean Academy of Nursing Administration,journal of korean academy of nursing administration,Journal of Korean Academy of Nursing Administration,Korean Academy of Nursing Administration,,false,true,,0,H-L,true,,,,,unresolved,,/sources?search=Journal%20of%20Korean%20Academy%20of%20Nursing%20Administration&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
journal-of-korean-academy-of-psychiatric-and-mental-health-nursing,Journal of Korean Academy of Psychiatric and Mental Health Nursing,journal of korean academy of psychiatric and mental health nursing,Journal of Korean Academy of Psychiatric and Mental Health Nursing,Korean Academy of Psychiatric and Mental Health Nursing,,false,true,,0,H-L,true,,,,,unresolved,,/sources?search=Journal%20of%20Korean%20Academy%20of%20Psychiatric%20and%20Mental%20Health%20Nursing&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
journal-of-korean-gerontological-nursing,Journal of Korean Gerontological Nursing,journal of korean gerontological nursing,Journal of Korean Gerontological Nursing,Korean Gerontological Nursing Society,,false,true,,0,H-L,true,,,,,unresolved,,/sources?search=Journal%20of%20Korean%20Gerontological%20Nursing&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
journal-of-mental-health-training-education-and-practice,"Journal of Mental Health Training, Education and Practice",journal of mental health training education and practice,"Journal of Mental Health Training, Education and Practice | Journal of Mental Health Training | Education and Practice",Emerald,ESCI,true,true,Nivå 1,1,H-L,true,,,,,unresolved,,/sources?search=Journal%20of%20Mental%20Health%20Training%2C%20Education%20and%20Practice&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
journal-of-midwifery-and-health-sciences,Journal of Midwifery and Health Sciences,journal of midwifery and health sciences,Journal of Midwifery and Health Sciences,Atatürk University,,false,true,,0,H-L,true,,,,,unresolved,,/sources?search=Journal%20of%20Midwifery%20and%20Health%20Sciences&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
journal-of-midwifery-and-reproductive-health,Journal of Midwifery and Reproductive Health,journal of midwifery and reproductive health,Journal of Midwifery and Reproductive Health,Mashhad University of Medical Sciences,,false,true,,0,H-L,true,,,,,unresolved,,/sources?search=Journal%20of%20Midwifery%20and%20Reproductive%20Health&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
journal-of-midwifery-and-women-s-health,Journal of Midwifery and Women’s Health,journal of midwifery and women s health,Journal of Midwifery and Women’s Health,Wiley,SCIE; SSCI,true,true,Nivå 1,1,H-L,true,,,,,unresolved,,/sources?search=Journal%20of%20Midwifery%20and%20Women%E2%80%99s%20Health&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
journal-of-multidisciplinary-healthcare,Journal of Multidisciplinary Healthcare,journal of multidisciplinary healthcare,Journal of Multidisciplinary Healthcare,Dove Medical Press,SCIE,true,true,Nivå 1,1,H-L,true,,,,,unresolved,,/sources?search=Journal%20of%20Multidisciplinary%20Healthcare&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
journal-of-neonatal-nursing,Journal of Neonatal Nursing,journal of neonatal nursing,Journal of Neonatal Nursing,Elsevier,ESCI,true,true,Nivå 1,1,H-L,true,,,,,unresolved,,/sources?search=Journal%20of%20Neonatal%20Nursing&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
journal-of-neurocritical-care,Journal of Neurocritical Care,journal of neurocritical care,Journal of Neurocritical Care,Korean Neurocritical Care Society,ESCI,true,true,,0,H-L,true,,,,,unresolved,,/sources?search=Journal%20of%20Neurocritical%20Care&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
journal-of-neuroscience-nursing,Journal of Neuroscience Nursing,journal of neuroscience nursing,Journal of Neuroscience Nursing,Wolters Kluwer,SCIE; SSCI,true,true,Nivå 1,1,H-L,true,,,,,unresolved,,/sources?search=Journal%20of%20Neuroscience%20Nursing&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
journal-of-nursing,Journal of Nursing,journal of nursing,Journal of Nursing,Taiwan Nurses Association,,false,true,,0,H-L,true,,,,,unresolved,,/sources?search=Journal%20of%20Nursing&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
journal-of-nursing-administration,Journal of Nursing Administration,journal of nursing administration,Journal of Nursing Administration,"Wolters Kluwer, Lippincott Williams & Wilkins",SCIE; SSCI,true,true,Nivå 1,1,H-L,true,,,,,unresolved,,/sources?search=Journal%20of%20Nursing%20Administration&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
journal-of-nursing-care-quality,Journal of Nursing Care Quality,journal of nursing care quality,Journal of Nursing Care Quality,"Wolters Kluwer, Lippincott Williams & Wilkins",SCIE; SSCI,true,true,Nivå 1,1,H-L,true,,,,,unresolved,,/sources?search=Journal%20of%20Nursing%20Care%20Quality&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
journal-of-nursing-education,Journal of Nursing Education,journal of nursing education,Journal of Nursing Education,SLACK,SCIE; SSCI,true,true,Nivå 1,1,H-L,true,,,,,unresolved,,/sources?search=Journal%20of%20Nursing%20Education&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
journal-of-nursing-effect,Journal of Nursing Effect,journal of nursing effect,Journal of Nursing Effect,Dokuz Eylul University,,false,true,,0,H-L,true,,,,,unresolved,,/sources?search=Journal%20of%20Nursing%20Effect&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
journal-of-nursing-management,Journal of Nursing Management,journal of nursing management,Journal of Nursing Management,Wiley,SCIE; SSCI,true,true,Nivå 1,1,H-L,true,,,,,unresolved,,/sources?search=Journal%20of%20Nursing%20Management&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
journal-of-nursing-measurement,Journal of Nursing Measurement,journal of nursing measurement,Journal of Nursing Measurement,Springer Publishing Company,ESCI,true,true,Nivå 1,1,H-L,true,,,,,unresolved,,/sources?search=Journal%20of%20Nursing%20Measurement&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
journal-of-nursing-regulation,Journal of Nursing Regulation,journal of nursing regulation,Journal of Nursing Regulation,Elsevier,SCIE; SSCI,true,true,Nivå 1,1,H-L,true,,,,,unresolved,,/sources?search=Journal%20of%20Nursing%20Regulation&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
journal-of-nursing-research,Journal of Nursing Research,journal of nursing research,Journal of Nursing Research,Taiwan Nurses Association / Wolters Kluwer,SCIE; SSCI,true,true,Nivå 1,1,H-L,true,,,,,unresolved,,/sources?search=Journal%20of%20Nursing%20Research&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
journal-of-nursing-scholarship,Journal of Nursing Scholarship,journal of nursing scholarship,Journal of Nursing Scholarship,Wiley,SCIE; SSCI,true,true,Nivå 2,2,H-L,true,,,,,unresolved,,/sources?search=Journal%20of%20Nursing%20Scholarship&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
journal-of-nursing-and-midwifery-sciences,Journal of Nursing and Midwifery Sciences,journal of nursing and midwifery sciences,Journal of Nursing and Midwifery Sciences,Brieflands,,false,true,,0,H-L,true,,,,,unresolved,,/sources?search=Journal%20of%20Nursing%20and%20Midwifery%20Sciences&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
journal-of-nursology,Journal of Nursology,journal of nursology,Journal of Nursology,Atatürk University,,false,true,,0,H-L,true,,,,,unresolved,,/sources?search=Journal%20of%20Nursology&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
journal-of-palliative-medicine,Journal of Palliative Medicine,journal of palliative medicine,Journal of Palliative Medicine,SAGE,SCIE,true,true,Nivå 1,1,H-L,true,,,,,unresolved,,/sources?search=Journal%20of%20Palliative%20Medicine&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
journal-of-patient-experience,Journal of Patient Experience,journal of patient experience,Journal of Patient Experience,SAGE,ESCI,true,true,Nivå 1,1,H-L,true,,,,,unresolved,,/sources?search=Journal%20of%20Patient%20Experience&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
journal-of-patient-safety,Journal of Patient Safety,journal of patient safety,Journal of Patient Safety,Wolters Kluwer,SCIE,true,true,Nivå 1,1,H-L,true,,,,,unresolved,,/sources?search=Journal%20of%20Patient%20Safety&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
journal-of-patient-safety-and-risk-management,Journal of Patient Safety and Risk Management,journal of patient safety and risk management,Journal of Patient Safety and Risk Management,SAGE,ESCI,true,true,Nivå 1,1,H-L,true,,,,,unresolved,,/sources?search=Journal%20of%20Patient%20Safety%20and%20Risk%20Management&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
journal-of-pediatric-hematology-oncology-nursing,Journal of Pediatric Hematology/Oncology Nursing,journal of pediatric hematology oncology nursing,Journal of Pediatric Hematology/Oncology Nursing,SAGE,SCIE; SSCI,true,true,Nivå 1,1,H-L,true,,,,,unresolved,,/sources?search=Journal%20of%20Pediatric%20Hematology/Oncology%20Nursing&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
journal-of-pediatric-nursing,Journal of Pediatric Nursing,journal of pediatric nursing,Journal of Pediatric Nursing,Elsevier / W.B. Saunders,SCIE; SSCI,true,true,Nivå 1,1,H-L,true,,,,,unresolved,,/sources?search=Journal%20of%20Pediatric%20Nursing&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
journal-of-perianesthesia-nursing,Journal of Perianesthesia Nursing,journal of perianesthesia nursing,Journal of Perianesthesia Nursing,Elsevier / W.B. Saunders,SCIE; SSCI,true,true,Nivå 1,1,H-L,true,,,,,unresolved,,/sources?search=Journal%20of%20Perianesthesia%20Nursing&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
journal-of-perinatal-education,Journal of Perinatal Education,journal of perinatal education,Journal of Perinatal Education,Springer Publishing Company,ESCI,true,true,Nivå 1,1,H-L,true,,,,,unresolved,,/sources?search=Journal%20of%20Perinatal%20Education&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
journal-of-perinatal-and-neonatal-nursing,Journal of Perinatal and Neonatal Nursing,journal of perinatal and neonatal nursing,Journal of Perinatal and Neonatal Nursing,Wolters Kluwer,SCIE; SSCI,true,true,Nivå 1,1,H-L,true,,,,,unresolved,,/sources?search=Journal%20of%20Perinatal%20and%20Neonatal%20Nursing&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
journal-of-perioperative-nursing,Journal of Perioperative Nursing,journal of perioperative nursing,Journal of Perioperative Nursing,Australian College of Perioperative Nurses,,false,true,,0,H-L,true,,,,,unresolved,,/sources?search=Journal%20of%20Perioperative%20Nursing&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
journal-of-perioperative-practice,Journal of Perioperative Practice,journal of perioperative practice,Journal of Perioperative Practice,SAGE,ESCI,true,true,Nivå 1,1,H-L,true,,,,,unresolved,,/sources?search=Journal%20of%20Perioperative%20Practice&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
journal-of-primary-care-and-community-health,Journal of Primary Care and Community Health,journal of primary care and community health,Journal of Primary Care and Community Health,SAGE,SCIE,true,true,Nivå 1,1,H-L,true,,,,,unresolved,,/sources?search=Journal%20of%20Primary%20Care%20and%20Community%20Health&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
journal-of-professional-nursing,Journal of Professional Nursing,journal of professional nursing,Journal of Professional Nursing,Elsevier / W.B. Saunders,SCIE; SSCI,true,true,Nivå 1,1,H-L,true,,,,,unresolved,,/sources?search=Journal%20of%20Professional%20Nursing&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
journal-of-psychiatric-nursing,Journal of Psychiatric Nursing,journal of psychiatric nursing,Journal of Psychiatric Nursing,Kare Publishing,ESCI,true,true,,0,H-L,true,,,,,unresolved,,/sources?search=Journal%20of%20Psychiatric%20Nursing&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
journal-of-psychiatric-and-mental-health-nursing,Journal of Psychiatric and Mental Health Nursing,journal of psychiatric and mental health nursing,Journal of Psychiatric and Mental Health Nursing,Wiley,SCIE; SSCI,true,true,Nivå 1,1,H-L,true,,,,,unresolved,,/sources?search=Journal%20of%20Psychiatric%20and%20Mental%20Health%20Nursing&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
journal-of-psychosocial-nursing-and-mental-health-services,Journal of Psychosocial Nursing and Mental Health Services,journal of psychosocial nursing and mental health services,Journal of Psychosocial Nursing and Mental Health Services,SLACK,SCIE; SSCI,true,true,Nivå 1,1,H-L,true,,,,,unresolved,,/sources?search=Journal%20of%20Psychosocial%20Nursing%20and%20Mental%20Health%20Services&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
journal-of-radiology-nursing,Journal of Radiology Nursing,journal of radiology nursing,Journal of Radiology Nursing,Elsevier,,false,true,Nivå 1,1,H-L,true,,,,,unresolved,,/sources?search=Journal%20of%20Radiology%20Nursing&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
journal-of-renal-care,Journal of Renal Care,journal of renal care,Journal of Renal Care,Wiley,SCIE,true,true,Nivå 1,1,H-L,true,,,,,unresolved,,/sources?search=Journal%20of%20Renal%20Care&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
journal-of-research-development-in-nursing-and-midwifery,Journal of Research Development in Nursing and Midwifery,journal of research development in nursing and midwifery,Journal of Research Development in Nursing and Midwifery,Golestan University of Medical Sciences,,false,true,,0,H-L,true,,,,,unresolved,,/sources?search=Journal%20of%20Research%20Development%20in%20Nursing%20and%20Midwifery&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
journal-of-research-in-nursing,Journal of Research in Nursing,journal of research in nursing,Journal of Research in Nursing,SAGE,SCIE; SSCI,true,true,Nivå 1,1,H-L,true,,,,,unresolved,,/sources?search=Journal%20of%20Research%20in%20Nursing&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
journal-of-school-nursing,Journal of School Nursing,journal of school nursing,Journal of School Nursing,SAGE,SCIE; SSCI,true,true,Nivå 1,1,H-L,true,,,,,unresolved,,/sources?search=Journal%20of%20School%20Nursing&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
journal-of-transcultural-nursing,Journal of Transcultural Nursing,journal of transcultural nursing,Journal of Transcultural Nursing,SAGE,SCIE; SSCI,true,true,Nivå 1,1,H-L,true,,,,,unresolved,,/sources?search=Journal%20of%20Transcultural%20Nursing&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
journal-of-vascular-nursing,Journal of Vascular Nursing,journal of vascular nursing,Journal of Vascular Nursing,Elsevier,,false,true,Nivå 1,1,H-L,true,,,,,unresolved,,/sources?search=Journal%20of%20Vascular%20Nursing&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
journal-of-wound-care,Journal of Wound Care,journal of wound care,Journal of Wound Care,MA Healthcare,SCIE,true,true,Nivå 1,1,H-L,true,,,,,unresolved,,/sources?search=Journal%20of%20Wound%20Care&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
journal-of-wound-management,Journal of Wound Management,journal of wound management,Journal of Wound Management,European Wound Management Association,ESCI,true,true,Nivå 1,1,H-L,true,,,,,unresolved,,/sources?search=Journal%20of%20Wound%20Management&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
journal-of-wound-management-and-research,Journal of Wound Management and Research,journal of wound management and research,Journal of Wound Management and Research,Korean Wound Management Society,,false,true,,0,H-L,true,,,,,unresolved,,/sources?search=Journal%20of%20Wound%20Management%20and%20Research&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
journal-of-wound-ostomy-and-continence-nursing,"Journal of Wound, Ostomy and Continence Nursing",journal of wound ostomy and continence nursing,"Journal of Wound, Ostomy and Continence Nursing | Journal of Wound | Ostomy and Continence Nursing",Wolters Kluwer,SCIE; SSCI,true,true,Nivå 1,1,H-L,true,,,,,unresolved,,/sources?search=Journal%20of%20Wound%2C%20Ostomy%20and%20Continence%20Nursing&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
