journal_id,journal_name,publisher,status,confidence,warning,best_candidate,best_candidate_confidence,best_candidate_id,openalex_search_hint
aana-journal,AANA Journal,AANA Publishing,unresolved,0,"OpenAlex search errors: AANA Journal: OpenAlex 429 Too Many Requests: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":39472,""costUsd"":0.001,""dailyRemainingUsd"":0,""prepaidRemainingUsd"":0,""creditsRequired"":10 | Journal of the American Association of Nurse Anesthetists: OpenAlex 429 Too Many Requests: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":39472,""costUsd"":0.001,""dailyRemainingUsd"":0,""prepaidRemainingUsd"":0,""creditsRequired"":10",,,,/sources?search=AANA%20Journal&filter=type:journal&per-page=5
journal-of-perianesthesia-nursing,Journal of Perianesthesia Nursing,Elsevier / W.B. Saunders,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20Perianesthesia%20Nursing&filter=type:journal&per-page=5
journal-of-perinatal-education,Journal of Perinatal Education,Springer Publishing Company,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20Perinatal%20Education&filter=type:journal&per-page=5
journal-of-perinatal-and-neonatal-nursing,Journal of Perinatal and Neonatal Nursing,Wolters Kluwer,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20Perinatal%20and%20Neonatal%20Nursing&filter=type:journal&per-page=5
journal-of-perioperative-nursing,Journal of Perioperative Nursing,Australian College of Perioperative Nurses,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20Perioperative%20Nursing&filter=type:journal&per-page=5
journal-of-perioperative-practice,Journal of Perioperative Practice,SAGE,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20Perioperative%20Practice&filter=type:journal&per-page=5
journal-of-primary-care-and-community-health,Journal of Primary Care and Community Health,SAGE,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20Primary%20Care%20and%20Community%20Health&filter=type:journal&per-page=5
journal-of-professional-nursing,Journal of Professional Nursing,Elsevier / W.B. Saunders,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20Professional%20Nursing&filter=type:journal&per-page=5
journal-of-psychiatric-nursing,Journal of Psychiatric Nursing,Kare Publishing,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20Psychiatric%20Nursing&filter=type:journal&per-page=5
journal-of-psychiatric-and-mental-health-nursing,Journal of Psychiatric and Mental Health Nursing,Wiley,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20Psychiatric%20and%20Mental%20Health%20Nursing&filter=type:journal&per-page=5
journal-of-psychosocial-nursing-and-mental-health-services,Journal of Psychosocial Nursing and Mental Health Services,SLACK,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20Psychosocial%20Nursing%20and%20Mental%20Health%20Services&filter=type:journal&per-page=5
journal-of-radiology-nursing,Journal of Radiology Nursing,Elsevier,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20Radiology%20Nursing&filter=type:journal&per-page=5
journal-of-renal-care,Journal of Renal Care,Wiley,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20Renal%20Care&filter=type:journal&per-page=5
journal-of-research-development-in-nursing-and-midwifery,Journal of Research Development in Nursing and Midwifery,Golestan University of Medical Sciences,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20Research%20Development%20in%20Nursing%20and%20Midwifery&filter=type:journal&per-page=5
journal-of-research-in-nursing,Journal of Research in Nursing,SAGE,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20Research%20in%20Nursing&filter=type:journal&per-page=5
journal-of-school-nursing,Journal of School Nursing,SAGE,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20School%20Nursing&filter=type:journal&per-page=5
journal-of-transcultural-nursing,Journal of Transcultural Nursing,SAGE,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20Transcultural%20Nursing&filter=type:journal&per-page=5
journal-of-vascular-nursing,Journal of Vascular Nursing,Elsevier,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20Vascular%20Nursing&filter=type:journal&per-page=5
journal-of-wound-care,Journal of Wound Care,MA Healthcare,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20Wound%20Care&filter=type:journal&per-page=5
journal-of-wound-management,Journal of Wound Management,European Wound Management Association,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20Wound%20Management&filter=type:journal&per-page=5
journal-of-wound-management-and-research,Journal of Wound Management and Research,Korean Wound Management Society,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20Wound%20Management%20and%20Research&filter=type:journal&per-page=5
journal-of-wound-ostomy-and-continence-nursing,"Journal of Wound, Ostomy and Continence Nursing",Wolters Kluwer,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20Wound%2C%20Ostomy%20and%20Continence%20Nursing&filter=type:journal&per-page=5
journal-of-the-american-association-of-nurse-anesthetists,Journal of the American Association of Nurse Anesthetists,AANA Publishing,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20the%20American%20Association%20of%20Nurse%20Anesthetists&filter=type:journal&per-page=5
journal-of-the-american-association-of-nurse-practitioners,Journal of the American Association of Nurse Practitioners,Wolters Kluwer,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20the%20American%20Association%20of%20Nurse%20Practitioners&filter=type:journal&per-page=5
journal-of-the-american-psychiatric-nurses-association,Journal of the American Psychiatric Nurses Association,SAGE,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20the%20American%20Psychiatric%20Nurses%20Association&filter=type:journal&per-page=5
journal-of-the-association-of-nurses-in-aids-care,Journal of the Association of Nurses in AIDS Care,Wolters Kluwer,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20the%20Association%20of%20Nurses%20in%20AIDS%20Care&filter=type:journal&per-page=5
journal-of-the-dermatology-nurses-association,Journal of the Dermatology Nurses’ Association,Wolters Kluwer,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20the%20Dermatology%20Nurses%E2%80%99%20Association&filter=type:journal&per-page=5
journal-of-the-intensive-care-society,Journal of the Intensive Care Society,SAGE,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20the%20Intensive%20Care%20Society&filter=type:journal&per-page=5
journal-of-trauma-nursing,Journal of Trauma Nursing,Wolters Kluwer,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Journal%20of%20Trauma%20Nursing&filter=type:journal&per-page=5
jurnal-keperawatan-indonesia,Jurnal Keperawatan Indonesia,"Universitas Indonesia, Faculty of Nursing",unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Jurnal%20Keperawatan%20Indonesia&filter=type:journal&per-page=5
jurnal-keperawatan-padjadjaran,Jurnal Keperawatan Padjadjaran,"Universitas Padjadjaran, Faculty of Nursing",unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Jurnal%20Keperawatan%20Padjadjaran&filter=type:journal&per-page=5
jurnal-keperawatan-soedirman,Jurnal Keperawatan Soedirman,Universitas Jenderal Soedirman,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Jurnal%20Keperawatan%20Soedirman&filter=type:journal&per-page=5
jurnal-ners,Jurnal Ners,"Universitas Airlangga, Faculty of Nursing",unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Jurnal%20Ners&filter=type:journal&per-page=5
kontakt-journal-of-nursing-and-social-sciences-related-to-health-and-illness,"Kontakt, Journal of Nursing and Social Sciences Related to Health and Illness",University of South Bohemia,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Kontakt%2C%20Journal%20of%20Nursing%20and%20Social%20Sciences%20Related%20to%20Health%20and%20Illness&filter=type:journal&per-page=5
korean-journal-of-adult-nursing,Korean Journal of Adult Nursing,Korean Society of Adult Nursing,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Korean%20Journal%20of%20Adult%20Nursing&filter=type:journal&per-page=5
malaysian-journal-of-nursing,Malaysian Journal of Nursing,Lincoln University College / Asia Pacific Higher Learning,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Malaysian%20Journal%20of%20Nursing&filter=type:journal&per-page=5
matronas-profesion,Matronas Profesión,Ediciones Mayo,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Matronas%20Profesi%C3%B3n&filter=type:journal&per-page=5
mcn-the-american-journal-of-maternal-child-nursing,MCN: The American Journal of Maternal/Child Nursing,"Wolters Kluwer, Lippincott Williams & Wilkins",unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=MCN%3A%20The%20American%20Journal%20of%20Maternal/Child%20Nursing&filter=type:journal&per-page=5
medecine-palliative,Médecine Palliative,Elsevier Masson,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=M%C3%A9decine%20Palliative&filter=type:journal&per-page=5
medicina-paliativa,Medicina Paliativa,Sociedad Española de Cuidados Paliativos,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Medicina%20Paliativa&filter=type:journal&per-page=5
mediterranean-nursing-and-midwifery,Mediterranean Nursing and Midwifery,Galenos Publishing House,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Mediterranean%20Nursing%20and%20Midwifery&filter=type:journal&per-page=5
metas-de-enfermeria,Metas de Enfermería,"DAE Editorial, Grupo Paradigma",unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Metas%20de%20Enfermer%C3%ADa&filter=type:journal&per-page=5
metiers-de-la-petite-enfance,Métiers de la Petite Enfance,Elsevier Masson,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=M%C3%A9tiers%20de%20la%20Petite%20Enfance&filter=type:journal&per-page=5
midwifery,Midwifery,Elsevier / Churchill Livingstone,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Midwifery&filter=type:journal&per-page=5
musculoskeletal-care,Musculoskeletal Care,Wiley,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Musculoskeletal%20Care&filter=type:journal&per-page=5
nasn-school-nurse,NASN School Nurse,SAGE,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=NASN%20School%20Nurse&filter=type:journal&per-page=5
nefroloji-hemsireligi-dergisi,Nefroloji Hemşireliği Dergisi,"Turkish Nephrology, Dialysis and Transplantation Nurses Association",unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Nefroloji%20Hem%C5%9Fireli%C4%9Fi%20Dergisi&filter=type:journal&per-page=5
neonatal-intensive-care,Neonatal Intensive Care,Goldstein & Associates,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Neonatal%20Intensive%20Care&filter=type:journal&per-page=5
neonatal-network,Neonatal Network,Springer Publishing Company,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Neonatal%20Network&filter=type:journal&per-page=5
nephrology-nursing-journal,Nephrology Nursing Journal,Anthony J. Jannetti,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Nephrology%20Nursing%20Journal&filter=type:journal&per-page=5
new-zealand-college-of-midwives-journal,New Zealand College of Midwives Journal,New Zealand College of Midwives,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=New%20Zealand%20College%20of%20Midwives%20Journal&filter=type:journal&per-page=5
nordic-journal-of-nursing-research,Nordic Journal of Nursing Research,SAGE,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Nordic%20Journal%20of%20Nursing%20Research&filter=type:journal&per-page=5
nordisk-sygeplejeforskning,Nordisk sygeplejeforskning,Scandinavian University Press / Universitetsforlaget,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Nordisk%20sygeplejeforskning&filter=type:journal&per-page=5
nurse-education-in-practice,Nurse Education in Practice,Elsevier,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Nurse%20Education%20in%20Practice&filter=type:journal&per-page=5
nurse-education-today,Nurse Education Today,Elsevier / Churchill Livingstone,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Nurse%20Education%20Today&filter=type:journal&per-page=5
nurse-educator,Nurse Educator,"Wolters Kluwer, Lippincott Williams & Wilkins",unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Nurse%20Educator&filter=type:journal&per-page=5
nurse-leader,Nurse Leader,Elsevier,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Nurse%20Leader&filter=type:journal&per-page=5
nurse-media-journal-of-nursing,Nurse Media Journal of Nursing,"Diponegoro University, Department of Nursing",unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Nurse%20Media%20Journal%20of%20Nursing&filter=type:journal&per-page=5
nurse-practitioner,Nurse Practitioner,"Wolters Kluwer, Lippincott Williams & Wilkins",unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Nurse%20Practitioner&filter=type:journal&per-page=5
nurse-researcher,Nurse Researcher,RCNi / RCN Publishing,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Nurse%20Researcher&filter=type:journal&per-page=5
nursing,Nursing,"Wolters Kluwer, Lippincott Williams & Wilkins",unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Nursing&filter=type:journal&per-page=5
nursing-administration-quarterly,Nursing Administration Quarterly,"Wolters Kluwer, Lippincott Williams & Wilkins",unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Nursing%20Administration%20Quarterly&filter=type:journal&per-page=5
nursing-and-health-sciences,Nursing and Health Sciences,Wiley,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Nursing%20and%20Health%20Sciences&filter=type:journal&per-page=5
nursing-and-midwifery-studies,Nursing and Midwifery Studies,Kashan University of Medical Sciences,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Nursing%20and%20Midwifery%20Studies&filter=type:journal&per-page=5
nursing-care-and-research,Nursing Care and Research,Society of Nursing Studies,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Nursing%20Care%20and%20Research&filter=type:journal&per-page=5
nursing-children-and-young-people,Nursing Children and Young People,RCNi / RCN Publishing,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Nursing%20Children%20and%20Young%20People&filter=type:journal&per-page=5
nursing-clinics-of-north-america,Nursing Clinics of North America,Elsevier / W.B. Saunders,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Nursing%20Clinics%20of%20North%20America&filter=type:journal&per-page=5
nursing-economic,Nursing Economic$,Anthony J. Jannetti,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Nursing%20Economic%24&filter=type:journal&per-page=5
nursing-education-perspectives,Nursing Education Perspectives,Wolters Kluwer / National League for Nursing,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Nursing%20Education%20Perspectives&filter=type:journal&per-page=5
nursing-ethics,Nursing Ethics,SAGE,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Nursing%20Ethics&filter=type:journal&per-page=5
nursing-for-women-s-health,Nursing for Women’s Health,Elsevier,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Nursing%20for%20Women%E2%80%99s%20Health&filter=type:journal&per-page=5
nursing-forum,Nursing Forum,Wiley,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Nursing%20Forum&filter=type:journal&per-page=5
nursing-history-review,Nursing History Review,Springer Publishing Company / Texas Christian University Press,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Nursing%20History%20Review&filter=type:journal&per-page=5
nursing-in-critical-care,Nursing in Critical Care,Wiley,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Nursing%20in%20Critical%20Care&filter=type:journal&per-page=5
nursing-inquiry,Nursing Inquiry,Wiley,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Nursing%20Inquiry&filter=type:journal&per-page=5
nursing-leadership,Nursing Leadership,Longwoods Publishing,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Nursing%20Leadership&filter=type:journal&per-page=5
nursing-made-incredibly-easy,Nursing Made Incredibly Easy,"Wolters Kluwer, Lippincott Williams & Wilkins",unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Nursing%20Made%20Incredibly%20Easy&filter=type:journal&per-page=5
nursing-management,Nursing Management,"Wolters Kluwer, Lippincott Williams & Wilkins",unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Nursing%20Management&filter=type:journal&per-page=5
nursing-management-uk,"Nursing Management, UK",RCNi / RCN Publishing,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Nursing%20Management%2C%20UK&filter=type:journal&per-page=5
nursing-older-people,Nursing Older People,RCNi / RCN Publishing,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Nursing%20Older%20People&filter=type:journal&per-page=5
nursing-open,Nursing Open,Wiley,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Nursing%20Open&filter=type:journal&per-page=5
nursing-outlook,Nursing Outlook,Elsevier,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Nursing%20Outlook&filter=type:journal&per-page=5
nursing-philosophy,Nursing Philosophy,Wiley,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Nursing%20Philosophy&filter=type:journal&per-page=5
nursing-practice-today,Nursing Practice Today,Tehran University of Medical Sciences,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Nursing%20Practice%20Today&filter=type:journal&per-page=5
nursing-praxis-in-aotearoa-new-zealand,Nursing Praxis in Aotearoa New Zealand,Nursing Praxis in Aotearoa New Zealand / College of Nurses Aotearoa,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Nursing%20Praxis%20in%20Aotearoa%20New%20Zealand&filter=type:journal&per-page=5
nursing-reports,Nursing Reports,MDPI,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Nursing%20Reports&filter=type:journal&per-page=5
nursing-research,Nursing Research,"Wolters Kluwer, Lippincott Williams & Wilkins",unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Nursing%20Research&filter=type:journal&per-page=5
nursing-research-and-practice,Nursing Research and Practice,Wiley / Hindawi,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Nursing%20Research%20and%20Practice&filter=type:journal&per-page=5
nursing-science-quarterly,Nursing Science Quarterly,SAGE,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Nursing%20Science%20Quarterly&filter=type:journal&per-page=5
nursing-standard,Nursing Standard,RCNi / RCN Publishing,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Nursing%20Standard&filter=type:journal&per-page=5
onco-news,Onco.News,Portuguese Oncology Nursing Association,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Onco.News&filter=type:journal&per-page=5
oncology-nursing-forum,Oncology Nursing Forum,Oncology Nursing Society,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Oncology%20Nursing%20Forum&filter=type:journal&per-page=5
online-brazilian-journal-of-nursing,Online Brazilian Journal of Nursing,Universidade Federal Fluminense,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Online%20Brazilian%20Journal%20of%20Nursing&filter=type:journal&per-page=5
online-journal-of-issues-in-nursing,Online Journal of Issues in Nursing,American Nurses Association,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Online%20Journal%20of%20Issues%20in%20Nursing&filter=type:journal&per-page=5
open-nursing-journal,Open Nursing Journal,Bentham Science,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Open%20Nursing%20Journal&filter=type:journal&per-page=5
orthopaedic-nursing,Orthopaedic Nursing,"Wolters Kluwer, Lippincott Williams & Wilkins",unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Orthopaedic%20Nursing&filter=type:journal&per-page=5
pacific-rim-international-journal-of-nursing-research,Pacific Rim International Journal of Nursing Research,Thailand Nursing and Midwifery Council,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Pacific%20Rim%20International%20Journal%20of%20Nursing%20Research&filter=type:journal&per-page=5
pain-management-nursing,Pain Management Nursing,Elsevier / W.B. Saunders,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Pain%20Management%20Nursing&filter=type:journal&per-page=5
palliative-and-supportive-care,Palliative and Supportive Care,Cambridge University Press,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Palliative%20and%20Supportive%20Care&filter=type:journal&per-page=5
palliative-care-and-social-practice,Palliative Care and Social Practice,SAGE,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Palliative%20Care%20and%20Social%20Practice&filter=type:journal&per-page=5
palliative-medicine,Palliative Medicine,SAGE,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Palliative%20Medicine&filter=type:journal&per-page=5
palliative-medicine-reports,Palliative Medicine Reports,SAGE,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Palliative%20Medicine%20Reports&filter=type:journal&per-page=5
patient-experience-journal,Patient Experience Journal,The Beryl Institute,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Patient%20Experience%20Journal&filter=type:journal&per-page=5
pediatric-nursing,Pediatric Nursing,Anthony J. Jannetti,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Pediatric%20Nursing&filter=type:journal&per-page=5
